Date,Name,Title,Link,pdf,Web Index,ID,sentiment_binary,compound,sentiment
2016-04-05,Jacqueline Loh, Talent development in the financial sector,https://www.bis.org/review/r160405d.htm,https://www.bis.org/review/r160405d.pdf,612,r160405d.pdf,1.0,0.9999,pos
2016-04-05,Dimitar Bogov, Challenges of bolstering growth rates and ensuring their sustainability,https://www.bis.org/review/r160405c.htm,https://www.bis.org/review/r160405c.pdf,612,r160405c.pdf,1.0,0.9977,pos
2016-04-08,Lynn Patterson, Adjusting to the fall in commodity prices - one step at a time,https://www.bis.org/review/r160408b.htm,https://www.bis.org/review/r160408b.pdf,610,r160408b.pdf,1.0,0.9996,pos
2016-04-08,Peter Praet, The European Central Bank's monetary policy response to disinflationary pressures,https://www.bis.org/review/r160408c.htm,https://www.bis.org/review/r160408c.pdf,610,r160408c.pdf,1.0,0.999,pos
2016-04-08,Mario Draghi, Participation of the President in the Portuguese Council of State,https://www.bis.org/review/r160408a.htm,https://www.bis.org/review/r160408a.pdf,610,r160408a.pdf,1.0,0.9996,pos
2016-04-11,Geoff Bascand, Inflation pressures through the lens of the labour market,https://www.bis.org/review/r160411c.pdf,https://www.bis.org/review/r160411c.pdf,610,r160411c.pdf,1.0,0.9997,pos
2016-04-11,Andreas Dombret," More painkillers, please? Why more finance is the wrong medicine or our growth problem",https://www.bis.org/review/r160411d.htm,https://www.bis.org/review/r160411d.pdf,610,r160411d.pdf,1.0,0.9973,pos
2016-04-11,William C Dudley, The role of the Federal Reserve - lessons from financial crises,https://www.bis.org/review/r160411a.htm,https://www.bis.org/review/r160411a.pdf,610,r160411a.pdf,1.0,0.9996,pos
2016-04-11,Zeti Akhtar Aziz, Building institutions to support economic development,https://www.bis.org/review/r160411b.htm,https://www.bis.org/review/r160411b.pdf,610,r160411b.pdf,1.0,0.9999,pos
2016-04-11,Peter Praet, The European Central Bank's fight against low inflation - reasons and consequences,https://www.bis.org/review/r160411e.htm,https://www.bis.org/review/r160411e.pdf,610,r160411e.pdf,0.0,-0.9992,neg
2016-04-11,S S Mundra, Empowering MSMEs - issues & challenges,https://www.bis.org/review/r160411f.htm,https://www.bis.org/review/r160411f.pdf,610,r160411f.pdf,1.0,0.9998,pos
2016-04-12,Stefan Ingves, Time to rethink - inside the head of a central bank governor,https://www.bis.org/review/r160412b.htm,https://www.bis.org/review/r160412b.pdf,610,r160412b.pdf,1.0,1.0,pos
2016-04-15,Yves Mersch, Scope and limits of monetary policy,https://www.bis.org/review/r160415c.htm,https://www.bis.org/review/r160415c.pdf,607,r160415c.pdf,1.0,0.9984,pos
2016-04-15,Vítor Constâncio, International headwinds and the effectiveness of monetary policy,https://www.bis.org/review/r160415g.htm,https://www.bis.org/review/r160415g.pdf,607,r160415g.pdf,1.0,0.9997,pos
2016-04-15,Andrew Bailey, Defining the objectives and goals of supervision,https://www.bis.org/review/r160415f.htm,https://www.bis.org/review/r160415f.pdf,607,r160415f.pdf,1.0,0.9972,pos
2016-04-18,Kevin Stiroh, The theory and practice of supervision,https://www.bis.org/review/r160418a.htm,https://www.bis.org/review/r160418a.pdf,607,r160418a.pdf,1.0,0.9997,pos
2016-04-18,Sarah Breeden, Taming international banks - time for some new tricks?,https://www.bis.org/review/r160418e.htm,https://www.bis.org/review/r160418e.pdf,607,r160418e.pdf,1.0,0.9998,pos
2016-04-18,William C Dudley, The national and local economic outlook - an update,https://www.bis.org/review/r160418c.htm,https://www.bis.org/review/r160418c.pdf,607,r160418c.pdf,1.0,0.9997,pos
2016-04-18,Haruhiko Kuroda, The battle against deflation - the evolution of monetary policy and Japan's experience,https://www.bis.org/review/r160418b.pdf,https://www.bis.org/review/r160418b.pdf,607,r160418b.pdf,1.0,0.9999,pos
2016-04-18,François Villeroy de Galhau, The challenge of an efficient European economic governance as a contribution to a prosperous global community,https://www.bis.org/review/r160418d.pdf,https://www.bis.org/review/r160418d.pdf,607,r160418d.pdf,1.0,0.9997,pos
2016-04-18,Yannis Stournaras, Financial stability in Europe and how to improve it,https://www.bis.org/review/r160418g.htm,https://www.bis.org/review/r160418g.pdf,607,r160418g.pdf,1.0,0.9995,pos
2016-04-19,Veerathai Santiprabhob, Recent developments and the way forward for the Thai economy,https://www.bis.org/review/r160419d.htm,https://www.bis.org/review/r160419d.pdf,606,r160419d.pdf,1.0,0.9999,pos
2016-04-19,Agus D W Martowardojo," Building resilience, diversifying growth",https://www.bis.org/review/r160419a.htm,https://www.bis.org/review/r160419a.pdf,606,r160419a.pdf,1.0,0.9995,pos
2016-04-19,Gent Sejko, Bank - business relationships  lending perspective 2016,https://www.bis.org/review/r160419c.htm,https://www.bis.org/review/r160419c.pdf,606,r160419c.pdf,1.0,0.9998,pos
2016-04-19,François Villeroy de Galhau, Present challenges for France's central bank,https://www.bis.org/review/r160419b.htm,https://www.bis.org/review/r160419b.pdf,606,r160419b.pdf,1.0,0.9994,pos
2016-04-21,Manuel Sánchez, Is Mexico different from other emerging economies?,https://www.bis.org/review/r160421a.htm,https://www.bis.org/review/r160421a.pdf,606,r160421a.pdf,1.0,0.9994,pos
2016-04-21,Jerome H Powell, Trends in fixed-income markets,https://www.bis.org/review/r160421b.htm,https://www.bis.org/review/r160421b.pdf,606,r160421b.pdf,1.0,0.9961,pos
2016-04-22,Raghuram Rajan, Words matter but so does intent,https://www.bis.org/review/r160422g.htm,https://www.bis.org/review/r160422g.pdf,605,r160422g.pdf,1.0,0.9995,pos
2016-04-22,François Villeroy de Galhau, Numerous challenges for the international monetary system,https://www.bis.org/review/r160422h.htm,https://www.bis.org/review/r160422h.pdf,605,r160422h.pdf,1.0,0.9967,pos
2016-04-22,Gent Sejko, Bank of Albania - strengthening governance and recent other challenges,https://www.bis.org/review/r160422b.htm,https://www.bis.org/review/r160422b.pdf,606,r160422b.pdf,1.0,0.9999,pos
2016-04-22,François Villeroy de Galhau, Europe at a crossroads - how to achieve efficient economic governance in the euro area?,https://www.bis.org/review/r160422d.pdf,https://www.bis.org/review/r160422d.pdf,606,r160422d.pdf,1.0,0.9999,pos
2016-04-22,Daniel Mminele, Outlook for monetary policy in South Africa,https://www.bis.org/review/r160422a.htm,https://www.bis.org/review/r160422a.pdf,606,r160422a.pdf,1.0,0.9912,pos
2016-04-22,Harun R Khan, Indian debt market 2020 - the underpinnings & the path ahead,https://www.bis.org/review/r160422f.pdf,https://www.bis.org/review/r160422f.pdf,605,r160422f.pdf,1.0,0.9999,pos
2016-04-25,Gent Sejko, Seventh review of the arrangement with the IMF concluded,https://www.bis.org/review/r160425d.htm,https://www.bis.org/review/r160425d.pdf,605,r160425d.pdf,1.0,0.9926,pos
2016-04-25,Andreas Dombret, Overshooting the mark? Banking regulation and its implications for banking business,https://www.bis.org/review/r160425c.htm,https://www.bis.org/review/r160425c.pdf,605,r160425c.pdf,1.0,0.9952,pos
2016-04-25,William C Dudley, Opening remarks at the Transatlantic Economy - Convergence or Divergence Conference,https://www.bis.org/review/r160425b.htm,https://www.bis.org/review/r160425b.pdf,605,r160425b.pdf,1.0,0.998,pos
2016-04-25,Boris Vujčić, Challenges for policy responses within the European Union in the context of post-crisis reconstruction,https://www.bis.org/review/r160425e.htm,https://www.bis.org/review/r160425e.pdf,605,r160425e.pdf,1.0,0.998,pos
2016-04-25,Tharman Shanmugaratnam, Promoting innovation in finance in Singapore,https://www.bis.org/review/r160425f.htm,https://www.bis.org/review/r160425f.pdf,605,r160425f.pdf,1.0,0.9997,pos
2016-04-25,Vítor Constâncio, Risk sharing and macroprudential policy in an ambitious capital markets union,https://www.bis.org/review/r160425g.pdf,https://www.bis.org/review/r160425g.pdf,605,r160425g.pdf,1.0,0.9984,pos
2016-05-02,Rodrigo Vergara, Chile's March 2016 Monetary Policy Report,https://www.bis.org/review/r160502b.pdf,https://www.bis.org/review/r160502b.pdf,603,r160502b.pdf,1.0,0.999,pos
2016-05-02,William C Dudley, Market and funding liquidity - an overview,https://www.bis.org/review/r160502a.htm,https://www.bis.org/review/r160502a.pdf,603,r160502a.pdf,1.0,0.9998,pos
2016-05-06,Mario Draghi, Addressing the causes of low interest rates,https://www.bis.org/review/r160506b.htm,https://www.bis.org/review/r160506b.pdf,603,r160506b.pdf,1.0,0.9951,pos
2016-05-06,Thomas Jordan, The euro and Swiss monetary policy,https://www.bis.org/review/r160506a.pdf,https://www.bis.org/review/r160506a.pdf,603,r160506a.pdf,1.0,0.9978,pos
2016-05-06,Vítor Constâncio, Principles of macroprudential policy,https://www.bis.org/review/r160506c.htm,https://www.bis.org/review/r160506c.pdf,603,r160506c.pdf,1.0,0.925,pos
2016-05-09,Sabine Lautenschläger, The euro - idea and reality,https://www.bis.org/review/r160509b.htm,https://www.bis.org/review/r160509b.pdf,603,r160509b.pdf,1.0,0.9946,pos
2016-05-09,Ignazio Visco, Banks' sovereign exposures and the feedback loop between banks and their sovereigns,https://www.bis.org/review/r160509a.pdf,https://www.bis.org/review/r160509a.pdf,603,r160509a.pdf,0.0,-0.9954,neg
2016-05-10,Ignazio Visco, Asset quality and the new framework for managing banking crises in Europe,https://www.bis.org/review/r160510d.htm,https://www.bis.org/review/r160510d.pdf,602,r160510d.pdf,0.0,-0.9666,neg
2016-05-10,Simon M Potter, Implementing monetary policy post-crisis - what have we learned? What do we need to know?,https://www.bis.org/review/r160510a.htm,https://www.bis.org/review/r160510a.pdf,603,r160510a.pdf,1.0,0.9998,pos
2016-05-10,Benoît Coeuré, Government bond markets in a changing environment,https://www.bis.org/review/r160510e.htm,https://www.bis.org/review/r160510e.pdf,603,r160510e.pdf,1.0,0.9995,pos
2016-05-11,Ravi Menon, China at an inflection point - what does it mean for Asia?,https://www.bis.org/review/r160511d.htm,https://www.bis.org/review/r160511d.pdf,602,r160511d.pdf,1.0,0.9994,pos
2016-05-11,William C Dudley, Panel remarks at the 7th High-Level Conference on the International Monetary System,https://www.bis.org/review/r160511c.htm,https://www.bis.org/review/r160511c.pdf,602,r160511c.pdf,1.0,0.9996,pos
2016-05-11,Peter Praet, Interview in Expansión,https://www.bis.org/review/r160511b.htm,https://www.bis.org/review/r160511b.pdf,602,r160511b.pdf,1.0,0.9993,pos
2016-05-11,Vítor Constâncio, The outlook for the global economy,https://www.bis.org/review/r160511a.htm,https://www.bis.org/review/r160511a.pdf,602,r160511a.pdf,1.0,0.9992,pos
2016-05-12,Jens Weidmann," Digitalisation, financial regulation and low interest rates",https://www.bis.org/review/r160512b.htm,https://www.bis.org/review/r160512b.pdf,602,r160512b.pdf,1.0,0.9998,pos
2016-05-12,Andreas Dombret, How to meet Asia s needs for infrastructure financing - could the European capital markets union be a blueprint?,https://www.bis.org/review/r160512c.htm,https://www.bis.org/review/r160512c.pdf,602,r160512c.pdf,1.0,0.9989,pos
2016-05-12,Eddie Yue, Asian Development Bank - working to reduce poverty in Asia,https://www.bis.org/review/r160512a.htm,https://www.bis.org/review/r160512a.pdf,602,r160512a.pdf,1.0,0.996,pos
2016-05-13,Malcolm Edey, The card payments review,https://www.bis.org/review/r160513a.htm,https://www.bis.org/review/r160513a.pdf,602,r160513a.pdf,1.0,0.9997,pos
2016-05-17,Sukhdave Singh, The rise of the South at a crossroad - a view from East Asia and Latin America,https://www.bis.org/review/r160517e.htm,https://www.bis.org/review/r160517e.pdf,600,r160517e.pdf,1.0,0.9993,pos
2016-05-17,Lawrence Schembri, Stress prevention - central banks and financial stability,https://www.bis.org/review/r160517g.htm,https://www.bis.org/review/r160517g.pdf,600,r160517g.pdf,1.0,0.9894,pos
2016-05-17,Benoît Coeuré, People are not only savers,https://www.bis.org/review/r160517f.htm,https://www.bis.org/review/r160517f.pdf,600,r160517f.pdf,1.0,0.9992,pos
2016-05-18,Guy Debelle, Developments in global FX markets and challenges in currency internationalisation from an Australian perspective,https://www.bis.org/review/r160518a.pdf,https://www.bis.org/review/r160518a.pdf,600,r160518a.pdf,1.0,0.9998,pos
2016-05-18,Haruhiko Kuroda, Outlook for Japan's economy and challenges to achieving the price stability target of 2 percent,https://www.bis.org/review/r160518b.pdf,https://www.bis.org/review/r160518b.pdf,600,r160518b.pdf,1.0,0.9997,pos
2016-05-19,Andrew Bailey, Culture in financial services - a regulator's perspective,https://www.bis.org/review/r160519d.htm,https://www.bis.org/review/r160519d.pdf,600,r160519d.pdf,1.0,0.9996,pos
2016-05-19,Philip R Lane," ""Multiple Reserve Currencies and the International Monetary System""",https://www.bis.org/review/r160519a.htm,https://www.bis.org/review/r160519a.pdf,599,r160519a.pdf,1.0,0.9974,pos
2016-05-19,Norman T L Chan, Cybersecurity developments for Hong Kong's banking sector,https://www.bis.org/review/r160519b.htm,https://www.bis.org/review/r160519b.pdf,599,r160519b.pdf,1.0,0.9992,pos
2016-05-19,"Amando M Tetangco, Jr", Building inclusive growth for migrant workers through multi-sectoral partnerships,https://www.bis.org/review/r160519c.htm,https://www.bis.org/review/r160519c.pdf,599,r160519c.pdf,1.0,0.9992,pos
2016-05-19,Emmanuel Tumusiime-Mutebile, Islamic banking in emerging markets - forging Uganda's economic progress,https://www.bis.org/review/r160519f.htm,https://www.bis.org/review/r160519f.pdf,600,r160519f.pdf,1.0,0.9987,pos
2016-05-19,"Amando M Tetangco, Jr", Strengthening the monetary transmission mechanism through the BSP's Interest Rate Corridor System,https://www.bis.org/review/r160519g.htm,https://www.bis.org/review/r160519g.pdf,600,r160519g.pdf,1.0,0.9991,pos
2016-05-19,"Amando M Tetangco, Jr", Developments in the Philippine microfinance sector,https://www.bis.org/review/r160519h.htm,https://www.bis.org/review/r160519h.pdf,600,r160519h.pdf,1.0,0.9972,pos
2016-05-19,Emmanuel Tumusiime-Mutebile, Bank of Uganda's 50th Anniversary,https://www.bis.org/review/r160519e.htm,https://www.bis.org/review/r160519e.pdf,600,r160519e.pdf,1.0,0.9984,pos
2016-05-20,Andrew G Haldane, The Great Divide,https://www.bis.org/review/r160520b.pdf,https://www.bis.org/review/r160520b.pdf,599,r160520b.pdf,1.0,1.0,pos
2016-05-20,Benoît Cœuré, Interview in The Yomiuri Shimbun,https://www.bis.org/review/r160520c.htm,https://www.bis.org/review/r160520c.pdf,599,r160520c.pdf,1.0,0.9919,pos
2016-05-20,R Gandhi, Regulating financial innovation - P2P lending platforms design challenges,https://www.bis.org/review/r160520a.pdf,https://www.bis.org/review/r160520a.pdf,599,r160520a.pdf,1.0,0.9961,pos
2016-05-23,Mark Carney, The Sustainable Development Goal imperative,https://www.bis.org/review/r160523b.htm,https://www.bis.org/review/r160523b.pdf,599,r160523b.pdf,1.0,0.9998,pos
2016-05-23,Jon Cunliffe, A 21st century approach to dealing with failed banks,https://www.bis.org/review/r160523d.htm,https://www.bis.org/review/r160523d.pdf,599,r160523d.pdf,0.0,-0.9998,neg
2016-05-23,Benoît Cœuré, Interview in Risk Magazine,https://www.bis.org/review/r160523a.htm,https://www.bis.org/review/r160523a.pdf,599,r160523a.pdf,1.0,0.999,pos
2016-05-27,Muhammad bin Ibrahim, Future banking  reimagining banks - driving transformation and innovation,https://www.bis.org/review/r160527b.htm,https://www.bis.org/review/r160527b.pdf,597,r160527b.pdf,1.0,0.9999,pos
2016-05-27,Hiroshi Nakaso, Central bank policy on financial market infrastructure,https://www.bis.org/review/r160527a.htm,https://www.bis.org/review/r160527a.pdf,597,r160527a.pdf,1.0,0.9997,pos
2016-05-27,Jerome H Powell," Recent economic developments, the productive potential of the economy, and monetary policy",https://www.bis.org/review/r160527e.htm,https://www.bis.org/review/r160527e.pdf,597,r160527e.pdf,1.0,0.998,pos
2016-05-30,Javier Guzmán Calafell, A growth reset for emerging markets,https://www.bis.org/review/r160530a.htm,https://www.bis.org/review/r160530a.pdf,597,r160530a.pdf,1.0,0.9998,pos
2016-05-30,Juyeol Lee, Employment and growth  roles of macroeconomic policy and structural reform,https://www.bis.org/review/r160530b.htm,https://www.bis.org/review/r160530b.pdf,597,r160530b.pdf,1.0,0.9992,pos
2016-05-31,Barry Whiteside, The Fiji economy,https://www.bis.org/review/r160531g.htm,https://www.bis.org/review/r160531g.pdf,597,r160531g.pdf,1.0,0.9999,pos
2016-05-31,Andreas Dombret, Could less be more? The role of finance for the economy,https://www.bis.org/review/r160531f.htm,https://www.bis.org/review/r160531f.pdf,597,r160531f.pdf,1.0,0.9978,pos
2016-05-31,Andrew G Haldane, The Sneetches,https://www.bis.org/review/r160531e.pdf,https://www.bis.org/review/r160531e.pdf,597,r160531e.pdf,1.0,0.9999,pos
2016-05-31,Hiroshi Nakaso," Japan's economy and the Bank of Japan - yesterday, today, and tomorrow",https://www.bis.org/review/r160531d.pdf,https://www.bis.org/review/r160531d.pdf,597,r160531d.pdf,1.0,0.9999,pos
2016-06-07,Mark Carney, The New Fiver,https://www.bis.org/review/r160607e.htm,https://www.bis.org/review/r160607e.pdf,595,r160607e.pdf,1.0,0.9995,pos
2016-06-07,Benoît Cœuré, Towards a macroprudential framework for central counterparties,https://www.bis.org/review/r160607a.htm,https://www.bis.org/review/r160607a.pdf,595,r160607a.pdf,1.0,0.992,pos
2016-06-07,Gent Sejko, Conducting monetary policy when fiscal space is limited,https://www.bis.org/review/r160607f.htm,https://www.bis.org/review/r160607f.pdf,595,r160607f.pdf,1.0,0.9881,pos
2016-06-07,Janet L Yellen, Current conditions and the outlook for the US economy,https://www.bis.org/review/r160607d.htm,https://www.bis.org/review/r160607d.pdf,595,r160607d.pdf,1.0,0.9999,pos
2016-06-08,Mario Draghi, Delivering a symmetric mandate with asymmetric tools - monetary policy in a context of low interest rates,https://www.bis.org/review/r160608c.htm,https://www.bis.org/review/r160608c.pdf,595,r160608c.pdf,1.0,0.9983,pos
2016-06-08,François Villeroy de Galhau, Central bank role to support a strong and sustainable growth in the medium and long term,https://www.bis.org/review/r160608f.htm,https://www.bis.org/review/r160608f.pdf,595,r160608f.pdf,1.0,0.9994,pos
2016-06-08,Luis M Linde," Macro vulnerabilities, regulatory reforms and financial stability issues",https://www.bis.org/review/r160608e.htm,https://www.bis.org/review/r160608e.pdf,595,r160608e.pdf,1.0,0.9994,pos
2016-06-08,Erkki Liikanen, At the interface of research and monetary policy,https://www.bis.org/review/r160608d.htm,https://www.bis.org/review/r160608d.pdf,595,r160608d.pdf,1.0,0.9995,pos
2016-06-21,Robert Ophèle, Diversity and harmonisation of deposit insurance,https://www.bis.org/review/r160621g.htm,https://www.bis.org/review/r160621g.pdf,589,r160621g.pdf,1.0,0.999,pos
2016-06-21,Stephen S Poloz, Monetary/fiscal policy mix and financial stability - the medium term is still the message,https://www.bis.org/review/r160621h.pdf,https://www.bis.org/review/r160621h.pdf,589,r160621h.pdf,1.0,0.9585,pos
2016-06-21,Yannis Stournaras, Financial stability and growth - the role of central banks and the pre-requisites for sustainable growth in Europe,https://www.bis.org/review/r160621a.htm,https://www.bis.org/review/r160621a.pdf,589,r160621a.pdf,1.0,0.9987,pos
2016-06-21,Jens Weidmann, Opening speech at the Deutsche Bundesbank's third cash symposium,https://www.bis.org/review/r160621b.htm,https://www.bis.org/review/r160621b.pdf,589,r160621b.pdf,1.0,0.9998,pos
2016-06-21,Mark Carney," Enabling the FinTech transformation - revolution, restoration, or reformation?",https://www.bis.org/review/r160621e.htm,https://www.bis.org/review/r160621e.pdf,589,r160621e.pdf,1.0,0.9999,pos
2016-06-21,Agus D W Martowardojo, Growth diagnostic for Indonesia - focusing on human capital and infrastructure,https://www.bis.org/review/r160621f.htm,https://www.bis.org/review/r160621f.pdf,589,r160621f.pdf,1.0,0.9998,pos
2016-06-22,Philip R Lane, Technological innovation and financial services,https://www.bis.org/review/r160622c.htm,https://www.bis.org/review/r160622c.pdf,589,r160622c.pdf,1.0,0.9985,pos
2016-06-22,Yannis Stournaras, Present situation and proposals to move forward,https://www.bis.org/review/r160622d.htm,https://www.bis.org/review/r160622d.pdf,589,r160622d.pdf,1.0,0.9982,pos
2016-06-22,Perry Warjiyo, Indonesian economic outlook this year and the years ahead.,https://www.bis.org/review/r160622b.htm,https://www.bis.org/review/r160622b.pdf,589,r160622b.pdf,1.0,0.9999,pos
2016-06-22,Carolyn Wilkins, Fintech and the financial ecosystem - evolution or revolution?,https://www.bis.org/review/r160622a.htm,https://www.bis.org/review/r160622a.pdf,589,r160622a.pdf,1.0,0.9999,pos
2016-06-24,Hendar, Producing competitive human capital for economic empowerment,https://www.bis.org/review/r160624h.htm,https://www.bis.org/review/r160624h.pdf,587,r160624h.pdf,1.0,0.9995,pos
2016-06-24,Manuel Sánchez, Mexico in an unfriendly world economy,https://www.bis.org/review/r160624e.htm,https://www.bis.org/review/r160624e.pdf,587,r160624e.pdf,1.0,0.9953,pos
2016-06-24,Raghuram Rajan, Resolving stress in the banking system,https://www.bis.org/review/r160624f.pdf,https://www.bis.org/review/r160624f.pdf,587,r160624f.pdf,0.0,-0.9784,neg
2016-06-28,Mugur Isărescu, Transition - how to secure a stronger economic future for the constituency?,https://www.bis.org/review/r160628d.htm,https://www.bis.org/review/r160628d.pdf,587,r160628d.pdf,0.0,-0.9886,neg
2016-06-28,Jerome H Powell, Introductory comments - Roundtable on the Interim Report of the Alternative Reference Rates Committee,https://www.bis.org/review/r160628c.htm,https://www.bis.org/review/r160628c.pdf,587,r160628c.pdf,1.0,0.9752,pos
2016-06-28,Raghuram Rajan, The fight against inflation - a measure of our institutional development,https://www.bis.org/review/r160628f.htm,https://www.bis.org/review/r160628f.pdf,587,r160628f.pdf,1.0,0.9998,pos
2016-06-28,Yannis Stournaras, The impact of the Greek sovereign crisis on the banking sector - challenges to financial stability and policy responses by the Bank of Greece,https://www.bis.org/review/r160628a.htm,https://www.bis.org/review/r160628a.pdf,587,r160628a.pdf,1.0,0.9983,pos
2016-06-28,Veerathai Santiprabhob," Financial connectivity in CLMVT (Cambodia, Lao PDR, Myanmar, Vietnam, Thailand)",https://www.bis.org/review/r160628b.htm,https://www.bis.org/review/r160628b.pdf,587,r160628b.pdf,1.0,0.9999,pos
2016-06-28,Andreas Dombret, Opt-in or opt-out? The future of the European Union in light of the UK referendum,https://www.bis.org/review/r160628e.htm,https://www.bis.org/review/r160628e.pdf,587,r160628e.pdf,1.0,0.9986,pos
2016-06-29,Mario Draghi, The international dimension of monetary policy,https://www.bis.org/review/r160629a.htm,https://www.bis.org/review/r160629a.pdf,586,r160629a.pdf,1.0,0.9994,pos
2016-06-30,Fernando Restoy, European banking sector - situation and challenges,https://www.bis.org/review/r160630b.pdf,https://www.bis.org/review/r160630b.pdf,586,r160630b.pdf,1.0,0.9998,pos
2016-06-30,Jerome H Powell," Recent economic developments, monetary policy considerations and longer-term prospects",https://www.bis.org/review/r160630c.htm,https://www.bis.org/review/r160630c.pdf,586,r160630c.pdf,1.0,0.9996,pos
2016-06-30,Stefan Ingves, Norges Bank 200 years,https://www.bis.org/review/r160630a.htm,https://www.bis.org/review/r160630a.pdf,586,r160630a.pdf,1.0,0.9636,pos
2016-06-30,Yves Mersch, Opening remarks at the Academy of European Law,https://www.bis.org/review/r160630d.htm,https://www.bis.org/review/r160630d.pdf,586,r160630d.pdf,1.0,0.9955,pos
2016-07-01,François Villeroy de Galhau, Recovery and resolution of CCPs,https://www.bis.org/review/r160701b.htm,https://www.bis.org/review/r160701b.pdf,586,r160701b.pdf,1.0,0.9988,pos
2016-07-01,Patrick Njoroge, Affordable housing finance in Kenya - developing a strategic framework,https://www.bis.org/review/r160701a.htm,https://www.bis.org/review/r160701a.pdf,586,r160701a.pdf,1.0,0.9992,pos
2016-07-04,"Amando M Tetangco, Jr", Mainstreaming financial inclusion as a strategic objective,https://www.bis.org/review/r160704a.htm,https://www.bis.org/review/r160704a.pdf,586,r160704a.pdf,1.0,0.9998,pos
2016-07-04,Nina Stoyanova, Bank of Bulgaria s latest projects in the area of financial services and payments,https://www.bis.org/review/r160704b.htm,https://www.bis.org/review/r160704b.pdf,586,r160704b.pdf,1.0,0.9984,pos
2016-07-04,Mark Carney," Uncertainty, the economy and policy",https://www.bis.org/review/r160704c.pdf,https://www.bis.org/review/r160704c.pdf,586,r160704c.pdf,0.0,-0.9746,neg
2016-07-11,Patrick Njoroge," Establishing sustainable agricultural financing in Kenya, Tanzania and Malawi",https://www.bis.org/review/r1607011e.htm,https://www.bis.org/review/r1607011e.pdf,584,r1607011e.pdf,1.0,0.997,pos
2016-07-12,Boris Vujčić, The role of central banks and how to insure their independence,https://www.bis.org/review/r1607012b.htm,https://www.bis.org/review/r1607012b.pdf,584,r1607012b.pdf,1.0,0.9225,pos
2016-07-12,Javier Guzmán Calafell, Uncertainties about the global financial safety net,https://www.bis.org/review/r1607012e.htm,https://www.bis.org/review/r1607012e.pdf,584,r1607012e.pdf,1.0,0.9993,pos
2016-07-12,"Amando M Tetangco, Jr", Pursuing financial stability thru innovations in cheque clearing and settlement,https://www.bis.org/review/r1607012d.htm,https://www.bis.org/review/r1607012d.pdf,584,r1607012d.pdf,1.0,0.9996,pos
2016-07-12,Peter Praet, Transmission channels of monetary policy in the current environment,https://www.bis.org/review/r1607012a.htm,https://www.bis.org/review/r1607012a.pdf,584,r1607012a.pdf,1.0,0.9998,pos
2016-07-12,Sabine Lautenschläger, Central bank statistics - moving beyond the aggregates,https://www.bis.org/review/r1607012c.htm,https://www.bis.org/review/r1607012c.pdf,584,r1607012c.pdf,1.0,0.9998,pos
2016-07-13,Andreas Dombret, What's going on in Europe? - A view from the Deutsche Bundesbank,https://www.bis.org/review/r1607013c.htm,https://www.bis.org/review/r1607013c.pdf,584,r1607013c.pdf,0.0,-0.9865,neg
2016-07-13,"Amando M Tetangco, Jr", A culture of inquiry and evidence,https://www.bis.org/review/r1607013b.htm,https://www.bis.org/review/r1607013b.pdf,584,r1607013b.pdf,1.0,0.9989,pos
2016-07-13,Andreas Dombret, Challenges in identifying and monitoring risks from non-bank financial entities and how to address them,https://www.bis.org/review/r1607013a.htm,https://www.bis.org/review/r1607013a.pdf,584,r1607013a.pdf,1.0,0.989,pos
2016-07-14,Daniel K Tarullo, Opening remarks on the theme of shadow banking,https://www.bis.org/review/r1607014a.htm,https://www.bis.org/review/r1607014a.pdf,583,r1607014a.pdf,1.0,0.999,pos
2016-07-14,Vítor Constâncio, Challenges for the European banking industry,https://www.bis.org/review/r1607014b.pdf,https://www.bis.org/review/r1607014b.pdf,584,r1607014b.pdf,1.0,0.9999,pos
2016-07-15,Claudia Buch, Focus on micro data - potential benefits for the industry?,https://www.bis.org/review/r160715c.pdf,https://www.bis.org/review/r160715c.pdf,583,r160715c.pdf,1.0,0.9997,pos
2016-07-15,François Villeroy de Galhau," Addressing Brexit, and unlocking Europe's investment potential",https://www.bis.org/review/r160715d.htm,https://www.bis.org/review/r160715d.pdf,583,r160715d.pdf,1.0,0.9996,pos
2016-07-15,Andreas Dombret, What does Brexit mean for European banks?,https://www.bis.org/review/r160715b.htm,https://www.bis.org/review/r160715b.pdf,583,r160715b.pdf,1.0,0.9995,pos
2016-07-15,Lim Hng Kiang, Sharpening risk management capabilities,https://www.bis.org/review/r160715a.pdf,https://www.bis.org/review/r160715a.pdf,583,r160715a.pdf,1.0,0.9971,pos
2016-07-18,Yannis Stournaras, Sustainability in banking,https://www.bis.org/review/r160718e.htm,https://www.bis.org/review/r160718e.pdf,583,r160718e.pdf,1.0,0.994,pos
2016-07-18,Ravi Menon, Reforms in banking regulation - effects and outcomes,https://www.bis.org/review/r160718d.htm,https://www.bis.org/review/r160718d.pdf,583,r160718d.pdf,1.0,0.9992,pos
2016-07-18,Grant Spencer, Housing risks require a broad policy response,https://www.bis.org/review/r160718b.pdf,https://www.bis.org/review/r160718b.pdf,583,r160718b.pdf,1.0,0.9999,pos
2016-07-18,Yannis Stournaras," The Greek economy - developments, opportunities and prospects",https://www.bis.org/review/r160718a.htm,https://www.bis.org/review/r160718a.pdf,583,r160718a.pdf,1.0,0.9999,pos
